STATENAME,MONTHNAME,HOUR,LGT_CONDNAME,,FATALS
Nebraska,November,21,Dark - Lighted,,1
Nebraska,November,19,Dark - Lighted,,1
Nebraska,November,9,Daylight,,1
Nebraska,August,13,Daylight,,1
Nebraska,October,12,Daylight,,1
Nebraska,October,2,Dark - Lighted,,1
Nebraska,November,11,Daylight,,1
Nebraska,November,15,Daylight,,1
Nebraska,November,0,Dark - Not Lighted,,1
Nebraska,November,3,Dark - Lighted,,1
Nebraska,November,7,Daylight,,1
Nebraska,November,9,Daylight,,1
Nebraska,November,22,Dark - Lighted,,1
Nebraska,November,9,Daylight,,1
Nebraska,November,18,Dark - Not Lighted,,1
Nebraska,November,10,Daylight,,1
Nebraska,December,15,Daylight,,1
Nebraska,December,16,Daylight,,1
Nebraska,December,6,Dark - Not Lighted,,1
Nebraska,December,1,Dark - Lighted,,1
Nebraska,December,7,Dawn,,1
Nebraska,December,8,Daylight,,2
Nebraska,December,0,Dark - Not Lighted,,2
Nebraska,December,17,Dark - Not Lighted,,1
Nebraska,December,11,Daylight,,1
Nebraska,December,15,Daylight,,1
Nebraska,December,17,Dark - Lighted,,1
Nebraska,December,10,Daylight,,1
Nebraska,December,0,Dark - Lighted,,1
Nevada,January,4,Dark - Not Lighted,,1
Nevada,January,18,Dark - Lighted,,1
Nevada,January,22,Dark - Lighted,,2
Nevada,January,14,Daylight,,1
Nevada,January,15,Daylight,,1
Nevada,January,18,Dark - Lighted,,1
Nevada,January,1,Dark - Lighted,,1
Nevada,January,7,Daylight,,1
Nevada,February,21,Dark - Not Lighted,,2
Nevada,February,10,Daylight,,1
Nevada,February,12,Daylight,,1
Nevada,January,9,Daylight,,1
Nevada,February,8,Daylight,,1
Nevada,January,22,Dark - Not Lighted,,1
Nevada,February,9,Daylight,,1
Nevada,March,21,Dark - Lighted,,1
Nevada,March,1,Dark - Lighted,,1
Nevada,March,19,Dark - Lighted,,1
Nevada,March,17,Daylight,,1
Nevada,March,13,Daylight,,2
Nevada,March,18,Daylight,,1
Nevada,April,20,Dark - Lighted,,1
Nevada,March,15,Daylight,,1
Nevada,April,0,Dark - Lighted,,2
Nevada,April,9,Daylight,,1
Nevada,April,19,Dusk,,1
Nevada,January,18,Dark - Not Lighted,,2
Nevada,February,17,Dark - Not Lighted,,1
Nevada,April,3,Dark - Lighted,,1
Nevada,April,23,Dark - Lighted,,1
Nevada,January,14,Daylight,,1
Nevada,January,3,Dark - Not Lighted,,1
Nevada,January,18,Dark - Lighted,,1
Nevada,March,17,Dusk,,1
Nevada,January,17,Dark - Not Lighted,,1
Nevada,January,17,Dark - Lighted,,1
Nevada,February,11,Daylight,,1
Nevada,January,7,Daylight,,1
Nevada,January,13,Daylight,,1
Nevada,February,12,Daylight,,1
Nevada,January,14,Daylight,,1
Nevada,February,21,Dark - Lighted,,1
Nevada,February,20,Dark - Lighted,,1
Nevada,February,20,Dark - Not Lighted,,1
Nevada,January,12,Daylight,,1
Nevada,January,10,Daylight,,1
Nevada,January,11,Daylight,,1
Nevada,January,23,Dark - Not Lighted,,2
Nevada,January,1,Dark - Lighted,,1
Nevada,February,9,Daylight,,2
Nevada,January,0,Dark - Lighted,,1
Nevada,January,14,Daylight,,1
Nevada,February,6,Daylight,,1
Nevada,February,8,Daylight,,1
Nevada,February,20,Dark - Not Lighted,,1
Nevada,April,17,Daylight,,1
Nevada,May,19,Daylight,,1
Nevada,May,10,Daylight,,1
Nevada,May,3,Dark - Lighted,,1
Nevada,May,18,Daylight,,1
Nevada,May,20,Dark - Lighted,,1
Nevada,May,3,Dark - Not Lighted,,1
Nevada,April,21,Dark - Lighted,,1
Nevada,March,20,Dark - Lighted,,1
Nevada,April,19,Dark - Lighted,,1
Nevada,May,17,Daylight,,1
Nevada,May,9,Daylight,,1
Nevada,May,0,Dark - Lighted,,1
Nevada,May,14,Daylight,,1
Nevada,May,1,Dark - Lighted,,1
Nevada,May,10,Daylight,,1
Nevada,May,19,Dusk,,1
Nevada,May,8,Daylight,,2
Nevada,June,23,Dark - Lighted,,1
Nevada,June,23,Dark - Lighted,,1
Nevada,June,20,Dusk,,1
Nevada,June,23,Dark - Lighted,,1
Nevada,June,22,Dark - Lighted,,1
Nevada,June,19,Daylight,,1
Nevada,June,23,Dark - Not Lighted,,1
Nevada,March,22,Dark - Lighted,,1
Nevada,February,18,Dark - Not Lighted,,3
Nevada,February,7,Daylight,,1
Nevada,March,16,Daylight,,1
Nevada,March,10,Daylight,,1
Nevada,March,16,Dark - Lighted,,1
Nevada,March,18,Dark - Lighted,,1
Nevada,March,4,Dark - Lighted,,1
Nevada,March,18,Dark - Lighted,,1
Nevada,March,10,Daylight,,1
Nevada,March,10,Daylight,,1
Nevada,March,1,Dark - Lighted,,1
Nevada,March,7,Daylight,,1
Nevada,March,15,Daylight,,3
Nevada,June,11,Daylight,,1
Nevada,June,16,Daylight,,1
Nevada,June,17,Daylight,,1
Nevada,June,7,Daylight,,1
Nevada,June,19,Daylight,,1
Nevada,June,3,Dark - Lighted,,1
Nevada,June,19,Dusk,,1
Nevada,June,14,Daylight,,1
Nevada,July,21,Dark - Lighted,,1
Nevada,June,22,Dark - Lighted,,1
Nevada,June,18,Daylight,,1
Nevada,July,6,Daylight,,1
Nevada,April,9,Daylight,,1
Nevada,March,2,Dark - Lighted,,1
Nevada,March,17,Dusk,,1
Nevada,April,23,Dark - Lighted,,1
Nevada,April,8,Daylight,,1
Nevada,April,13,Daylight,,1
Nevada,April,15,Daylight,,1
Nevada,May,23,Dark - Lighted,,1
Nevada,May,6,Dawn,,1
Nevada,March,16,Daylight,,1
Nevada,July,11,Daylight,,1
Nevada,April,7,Daylight,,1
Nevada,April,5,Dawn,,2
Nevada,May,9,Daylight,,1
Nevada,May,15,Daylight,,2
Nevada,May,20,Dark - Lighted,,1
Nevada,May,18,Daylight,,1
Nevada,May,14,Daylight,,1
Nevada,May,20,Dark - Lighted,,1
Nevada,April,10,Daylight,,1
Nevada,April,19,Dark - Lighted,,1
Nevada,May,6,Daylight,,1
Nevada,April,11,Daylight,,1
Nevada,July,16,Daylight,,1
Nevada,April,23,Dark - Not Lighted,,1
Nevada,April,9,Daylight,,1
Nevada,April,19,Daylight,,1
Nevada,April,17,Daylight,,1
Nevada,April,8,Daylight,,1
Nevada,July,23,Dark - Lighted,,1
Nevada,July,5,Dark - Lighted,,1
Nevada,April,20,Dark - Not Lighted,,1
Nevada,April,15,Daylight,,1
Nevada,May,4,Dark - Not Lighted,,1
Nevada,July,6,Daylight,,1
Nevada,July,23,Dark - Not Lighted,,1
Nevada,July,9,Daylight,,1
Nevada,July,23,Dark - Not Lighted,,1
Nevada,August,13,Daylight,,1
Nevada,August,19,Dark - Not Lighted,,2
Nevada,June,1,Dark - Lighted,,1
Nevada,July,2,Dark - Not Lighted,,1
Nevada,August,16,Daylight,,1
Nevada,August,12,Daylight,,2
Nevada,August,17,Daylight,,1
Nevada,April,9,Daylight,,1
Nevada,April,17,Daylight,,1
Nevada,May,22,Dark - Lighted,,1
Nevada,May,14,Daylight,,1
Nevada,August,8,Daylight,,1
Nevada,August,2,Dark - Not Lighted,,1
Nevada,August,21,Dark - Lighted,,1
Nevada,August,4,Dark - Lighted,,1
Nevada,August,6,Dawn,,2
Nevada,August,17,Daylight,,2
Nevada,September,18,Daylight,,1
Nevada,September,5,Dark - Lighted,,1
Nevada,June,9,Daylight,,1
Nevada,June,6,Daylight,,1
Nevada,June,21,Dark - Lighted,,1
Nevada,June,1,Dark - Lighted,,1
Nevada,August,21,Dark - Lighted,,1
Nevada,May,12,Daylight,,2
Nevada,September,20,Dark - Not Lighted,,1
Nevada,September,20,Dark - Not Lighted,,1
Nevada,September,10,Daylight,,1
Nevada,September,19,Dark - Lighted,,1
Nevada,September,19,Dark - Lighted,,1
Nevada,July,3,Dark - Lighted,,1
Nevada,May,5,Dawn,,1
Nevada,May,1,Dark - Lighted,,1
Nevada,May,23,Dark - Lighted,,1
Nevada,May,20,Dark - Not Lighted,,1
Nevada,May,16,Daylight,,1
Nevada,June,11,Daylight,,1
Nevada,June,10,Daylight,,1
Nevada,June,6,Dawn,,1
Nevada,June,14,Daylight,,1
Nevada,July,21,Dark - Lighted,,1
Nevada,January,18,Dark - Lighted,,1
Nevada,January,22,Dark - Not Lighted,,2
Nevada,April,8,Daylight,,1
Nevada,January,23,Dark - Not Lighted,,1
Nevada,June,1,Dark - Not Lighted,,1
Nevada,April,13,Daylight,,1
Nevada,September,13,Daylight,,1
Nevada,September,3,Dark - Lighted,,1
Nevada,September,22,Dark - Lighted,,1
Nevada,September,7,Daylight,,1
Nevada,September,18,Dusk,,1
Nevada,September,3,Dark - Lighted,,1
Nevada,July,0,Dark - Lighted,,1
Nevada,August,21,Dark - Lighted,,1
Nevada,August,21,Dark - Lighted,,1
Nevada,August,10,Daylight,,1
Nevada,August,15,Daylight,,1
Nevada,August,10,Daylight,,1
Nevada,August,4,Dark - Lighted,,1
Nevada,August,17,Daylight,,1
Nevada,July,20,Dark - Lighted,,1
Nevada,August,21,Dark - Lighted,,1
Nevada,August,9,Daylight,,1
Nevada,October,20,Dark - Lighted,,1
Nevada,October,19,Dark - Lighted,,1
Nevada,September,7,Reported as Unknown,,1
Nevada,July,13,Daylight,,1
Nevada,October,10,Daylight,,1
Nevada,August,22,Dark - Lighted,,1
Nevada,October,20,Dark - Lighted,,1
Nevada,July,11,Daylight,,1
Nevada,June,9,Reported as Unknown,,1
Nevada,June,6,Daylight,,1
Nevada,June,8,Daylight,,1
Nevada,June,13,Daylight,,1
Nevada,June,5,Dawn,,1
Nevada,June,16,Daylight,,1
Nevada,June,21,Dark - Not Lighted,,1
Nevada,June,6,Daylight,,1
Nevada,June,2,Dark - Lighted,,1
Nevada,July,20,Dark - Lighted,,1
Nevada,July,14,Daylight,,1
Nevada,October,19,Dark - Not Lighted,,1
Nevada,October,19,Dark - Lighted,,1
Nevada,October,20,Dark - Not Lighted,,1
Nevada,October,1,Dark - Lighted,,1
Nevada,October,17,Daylight,,1
Nevada,October,18,Dark - Not Lighted,,1
Nevada,October,18,Dark - Lighted,,1
Nevada,October,18,Dusk,,1
Nevada,October,18,Dark - Lighted,,1
Nevada,October,18,Dark - Lighted,,1
Nevada,August,16,Daylight,,1
Nevada,July,15,Daylight,,1
Nevada,July,17,Daylight,,1
Nevada,September,1,Dark - Lighted,,1
Nevada,October,0,Dark - Not Lighted,,1
Nevada,October,7,Daylight,,1
Nevada,July,18,Daylight,,1
Nevada,October,17,Daylight,,1
Nevada,July,20,Daylight,,1
Nevada,July,9,Daylight,,1
Nevada,August,11,Daylight,,1
Nevada,September,15,Daylight,,1
Nevada,September,18,Dusk,,1
Nevada,September,20,Dark - Lighted,,1
Nevada,September,7,Daylight,,1
Nevada,September,8,Daylight,,2
Nevada,September,12,Daylight,,1
Nevada,September,2,Dark - Lighted,,1
Nevada,October,23,Dark - Lighted,,1
Nevada,October,9,Daylight,,1
Nevada,October,3,Dark - Lighted,,1
Nevada,October,14,Daylight,,1
Nevada,October,20,Dark - Lighted,,1
Nevada,July,4,Dark - Not Lighted,,1
Nevada,August,2,Dark - Lighted,,1
Nevada,September,4,Dark - Not Lighted,,1
Nevada,September,21,Dark - Not Lighted,,1
Nevada,September,19,Dark - Not Lighted,,1
Nevada,September,16,Daylight,,1
Nevada,September,23,Dark - Lighted,,1
Nevada,October,6,Dawn,,1
Nevada,October,21,Dark - Lighted,,1
Nevada,July,15,Daylight,,1
Nevada,September,17,Daylight,,1
Nevada,July,16,Daylight,,1
Nevada,November,21,Dark - Lighted,,1
Nevada,November,15,Daylight,,1
Nevada,November,16,Dusk,,1
Nevada,November,12,Daylight,,2
Nevada,November,14,Daylight,,1
Nevada,November,1,Dark - Lighted,,1
Nevada,November,23,Dark - Lighted,,1
Nevada,November,6,Daylight,,1
Nevada,November,0,Dark - Lighted,,1
Nevada,November,23,Dark - Lighted,,1
Nevada,September,22,Dark - Lighted,,1
Nevada,November,14,Daylight,,1
Nevada,August,20,Dark - Not Lighted,,1
Nevada,October,20,Dark - Lighted,,1
Nevada,October,1,Dark - Lighted,,1
Nevada,November,3,Dark - Lighted,,1
Nevada,September,21,Dark - Lighted,,1
Nevada,September,23,Dark - Not Lighted,,1
Nevada,November,14,Daylight,,1
Nevada,December,11,Daylight,,1
Nevada,November,11,Daylight,,3
Nevada,December,15,Daylight,,1
Nevada,December,5,Dark - Lighted,,1
Nevada,December,12,Daylight,,1
Nevada,August,2,Dark - Lighted,,1
Nevada,August,9,Daylight,,1
Nevada,December,8,Daylight,,1
Nevada,August,21,Dark - Lighted,,1
Nevada,December,17,Dark - Not Lighted,,1
Nevada,August,11,Daylight,,1
Nevada,August,2,Dark - Lighted,,1
Nevada,December,19,Dark - Lighted,,1
Nevada,December,14,Daylight,,1
Nevada,December,17,Dark - Lighted,,1
Nevada,November,1,Dark - Lighted,,1
Nevada,December,12,Daylight,,1
Nevada,December,9,Daylight,,1
Nevada,December,6,Daylight,,1
Nevada,December,1,Dark - Lighted,,2
Nevada,December,19,Dark - Lighted,,1
Nevada,December,13,Daylight,,1
Nevada,December,6,Dawn,,1
Nevada,August,8,Daylight,,1
Nevada,August,17,Daylight,,1
Nevada,November,20,Dark - Lighted,,1
Nevada,November,14,Daylight,,1
Nevada,November,19,Dark - Lighted,,1
Nevada,September,9,Daylight,,1
Nevada,October,11,Daylight,,1
Nevada,October,22,Dark - Lighted,,1
Nevada,November,14,Daylight,,1
Nevada,November,15,Daylight,,1
Nevada,November,14,Daylight,,1
Nevada,November,18,Dark - Lighted,,1
Nevada,November,22,Dark - Lighted,,1
Nevada,November,0,Dark - Lighted,,1
Nevada,November,14,Daylight,,1
Nevada,November,17,Dark - Lighted,,1
Nevada,September,16,Daylight,,1
Nevada,September,7,Daylight,,1
Nevada,November,7,Daylight,,1
Nevada,November,7,Daylight,,1
Nevada,September,2,Dark - Lighted,,1
Nevada,November,10,Daylight,,1
Nevada,September,12,Daylight,,1
Nevada,September,15,Daylight,,1
Nevada,October,5,Dark - Not Lighted,,1
Nevada,October,4,Dark - Not Lighted,,1
Nevada,October,1,Dark - Lighted,,1
Nevada,October,12,Daylight,,1
Nevada,October,17,Dark - Lighted,,1
Nevada,November,10,Daylight,,1
Nevada,December,12,Daylight,,1
Nevada,December,3,Dark - Not Lighted,,1
Nevada,December,1,Dark - Lighted,,1
Nevada,December,15,Daylight,,1
Nevada,December,17,Dark - Lighted,,1
Nevada,November,23,Dark - Not Lighted,,1
Nevada,December,18,Dark - Lighted,,1
Nevada,December,2,Dark - Not Lighted,,1
Nevada,November,1,Dark - Lighted,,1
Nevada,December,15,Daylight,,1
Nevada,December,9,Daylight,,1
Nevada,December,17,Dark - Not Lighted,,1
Nevada,December,23,Dark - Lighted,,1
Nevada,November,16,Dusk,,1
Nevada,August,17,Daylight,,1
Nevada,September,17,Daylight,,1
New Hampshire,January,0,Dark - Not Lighted,,1
New Hampshire,January,1,Dark - Not Lighted,,1
New Hampshire,January,20,Dark - Not Lighted,,1
New Hampshire,January,6,Dark - Not Lighted,,1
New Hampshire,January,9,Daylight,,1
New Hampshire,January,0,Dark - Not Lighted,,1
New Hampshire,January,18,Dark - Not Lighted,,1
New Hampshire,February,14,Daylight,,1
New Hampshire,February,22,Dark - Not Lighted,,1
New Hampshire,January,15,Daylight,,1
New Hampshire,February,18,Dark - Lighted,,1
New Hampshire,February,12,Daylight,,1
New Hampshire,February,9,Daylight,,1
New Hampshire,March,21,Dark - Not Lighted,,1
New Hampshire,March,10,Daylight,,1
New Hampshire,March,1,Dark - Not Lighted,,1
New Hampshire,March,0,Dark - Lighted,,2
New Hampshire,March,4,Dark - Not Lighted,,2
New Hampshire,March,10,Reported as Unknown,,1
New Hampshire,March,18,Daylight,,1
New Hampshire,April,14,Daylight,,2
New Hampshire,April,8,Daylight,,1
New Hampshire,April,23,Dark - Not Lighted,,1
New Hampshire,April,23,Dark - Not Lighted,,1
New Hampshire,April,0,Dark - Unknown Lighting,,2
New Hampshire,April,11,Daylight,,1
New Hampshire,April,16,Daylight,,1
New Hampshire,April,14,Daylight,,1
New Hampshire,April,14,Daylight,,1
New Hampshire,May,1,Dark - Not Lighted,,1
New Hampshire,May,11,Daylight,,1
New Hampshire,May,19,Dusk,,1
New Hampshire,May,15,Daylight,,1
New Hampshire,May,17,Daylight,,1
New Hampshire,June,0,Dark - Not Lighted,,1
New Hampshire,June,9,Daylight,,2
New Hampshire,June,1,Dark - Unknown Lighting,,1
New Hampshire,June,23,Dark - Not Lighted,,1
New Hampshire,June,22,Dark - Lighted,,1
New Hampshire,June,18,Daylight,,1
New Hampshire,June,5,Dawn,,2
New Hampshire,June,10,Daylight,,1
New Hampshire,June,7,Daylight,,1
New Hampshire,June,15,Daylight,,1
New Hampshire,June,15,Daylight,,1
New Hampshire,June,10,Daylight,,1
New Hampshire,July,22,Dark - Not Lighted,,1
New Hampshire,July,22,Dark - Not Lighted,,1
New Hampshire,July,9,Daylight,,1
New Hampshire,July,12,Daylight,,1
New Hampshire,July,6,Daylight,,1
New Hampshire,July,22,Dark - Lighted,,1
New Hampshire,July,14,Daylight,,1
New Hampshire,August,23,Dark - Lighted,,1
New Hampshire,August,9,Daylight,,1
New Hampshire,August,19,Daylight,,1
New Hampshire,August,20,Dark - Lighted,,1
New Hampshire,August,19,Dusk,,1
New Hampshire,August,14,Daylight,,2
New Hampshire,August,20,Dark - Lighted,,1
New Hampshire,August,3,Dark - Lighted,,1
New Hampshire,August,16,Daylight,,1
New Hampshire,September,19,Dark - Not Lighted,,1
New Hampshire,September,0,Dark - Not Lighted,,1
New Hampshire,September,5,Dawn,,1
New Hampshire,September,13,Daylight,,1
New Hampshire,September,8,Daylight,,2
New Hampshire,September,12,Daylight,,1
New Hampshire,July,19,Dusk,,1
New Hampshire,September,11,Daylight,,1
New Hampshire,September,10,Daylight,,1
New Hampshire,September,13,Daylight,,1
New Hampshire,September,9,Daylight,,1
New Hampshire,September,8,Daylight,,1
New Hampshire,September,18,Daylight,,1
New Hampshire,September,5,Dark - Lighted,,1
New Hampshire,September,4,Dark - Not Lighted,,1
New Hampshire,September,13,Daylight,,1
New Hampshire,October,15,Daylight,,2
New Hampshire,October,18,Dusk,,1
New Hampshire,October,16,Daylight,,1
New Hampshire,October,10,Daylight,,1
New Hampshire,August,14,Daylight,,1
New Hampshire,October,19,Dark - Lighted,,1
New Hampshire,October,5,Dark - Not Lighted,,1
New Hampshire,October,0,Dark - Lighted,,1
New Hampshire,October,19,Dark - Lighted,,1
New Hampshire,October,7,Dawn,,1
New Hampshire,November,20,Dark - Not Lighted,,1
New Hampshire,November,15,Dark - Not Lighted,,1
New Hampshire,November,16,Dark - Not Lighted,,1
New Hampshire,November,12,Daylight,,1
New Hampshire,November,20,Dark - Lighted,,1
New Hampshire,November,13,Daylight,,2
New Hampshire,November,18,Dark - Lighted,,1
New Hampshire,November,14,Daylight,,1
New Hampshire,December,19,Dark - Not Lighted,,1
New Hampshire,December,18,Dark - Not Lighted,,2
New Hampshire,August,0,Dark - Not Lighted,,1
New Hampshire,December,19,Dark - Lighted,,1
New Hampshire,December,22,Dark - Unknown Lighting,,1
New Hampshire,December,20,Dark - Lighted,,1
New Hampshire,December,4,Dark - Not Lighted,,1
New Hampshire,December,17,Dark - Not Lighted,,1
New Hampshire,December,22,Dark - Not Lighted,,2
New Hampshire,September,0,Dark - Not Lighted,,1
New Jersey,January,0,Dark - Lighted,,1
New Jersey,January,10,Daylight,,1
New Jersey,January,12,Daylight,,1
New Jersey,January,21,Dark - Not Lighted,,1
New Jersey,January,7,Daylight,,1
New Jersey,January,21,Other,,1
New Jersey,January,11,Daylight,,1
New Jersey,January,13,Daylight,,2
New Jersey,January,21,Dark - Not Lighted,,2
New Jersey,January,2,Dark - Not Lighted,,1
New Jersey,January,14,Daylight,,1
New Jersey,January,21,Dark - Not Lighted,,1
New Jersey,January,13,Daylight,,1
New Jersey,January,15,Daylight,,1
New Jersey,January,19,Dark - Not Lighted,,1
New Jersey,January,9,Daylight,,1
New Jersey,January,12,Daylight,,1
New Jersey,January,10,Daylight,,1
New Jersey,January,2,Dark - Not Lighted,,1
New Jersey,January,4,Dark - Lighted,,1
New Jersey,January,2,Dark - Lighted,,1
New Jersey,January,22,Dark - Lighted,,1
New Jersey,January,23,Dark - Lighted,,1
New Jersey,January,5,Dark - Not Lighted,,1
New Jersey,January,20,Dark - Not Lighted,,1
New Jersey,January,16,Dark - Lighted,,1
New Jersey,January,15,Daylight,,1
New Jersey,January,13,Daylight,,1
New Jersey,January,16,Daylight,,1
New Jersey,January,22,Dark - Lighted,,1
New Jersey,January,23,Dark - Lighted,,1
New Jersey,January,12,Daylight,,1
New Jersey,January,22,Dark - Lighted,,1
New Jersey,January,0,Dark - Unknown Lighting,,1
New Jersey,January,13,Daylight,,1
New Jersey,January,16,Daylight,,1
New Jersey,January,22,Dark - Not Lighted,,1
New Jersey,January,5,Dark - Not Lighted,,1
New Jersey,January,8,Daylight,,1
New Jersey,January,12,Daylight,,1
New Jersey,January,9,Daylight,,1
New Jersey,January,7,Dawn,,1
New Jersey,January,23,Dark - Not Lighted,,1
New Jersey,February,0,Dark - Lighted,,1
New Jersey,February,16,Daylight,,1
New Jersey,February,14,Daylight,,1
New Jersey,February,16,Daylight,,1
New Jersey,February,3,Dark - Lighted,,1
New Jersey,February,15,Daylight,,1
New Jersey,February,18,Dark - Lighted,,1
New Jersey,February,0,Dark - Lighted,,1
New Jersey,February,18,Dark - Lighted,,1
New Jersey,February,2,Dark - Lighted,,1
New Jersey,February,20,Dark - Lighted,,1
New Jersey,February,14,Daylight,,1
New Jersey,February,4,Dawn,,1
New Jersey,January,21,Dark - Not Lighted,,1
New Jersey,January,20,Dark - Lighted,,1
New Jersey,January,21,Dark - Not Lighted,,1
New Jersey,February,22,Dark - Lighted,,1
New Jersey,February,16,Daylight,,1
New Jersey,March,7,Dawn,,1
New Jersey,March,22,Dark - Lighted,,1
New Jersey,February,22,Dark - Not Lighted,,1
New Jersey,February,14,Daylight,,1
New Jersey,February,0,Dark - Not Lighted,,1
New Jersey,March,10,Daylight,,1
New Jersey,March,18,Dark - Not Lighted,,1
New Jersey,March,18,Daylight,,1
New Jersey,March,12,Daylight,,1
New Jersey,February,19,Dark - Not Lighted,,1
New Jersey,March,19,Dark - Not Lighted,,1
New Jersey,March,22,Dark - Lighted,,1
New Jersey,March,11,Daylight,,1
New Jersey,February,20,Dark - Lighted,,1
New Jersey,February,19,Dark - Lighted,,1
New Jersey,January,6,Dawn,,1
New Jersey,March,14,Daylight,,1
New Jersey,March,3,Dark - Not Lighted,,1
New Jersey,March,14,Daylight,,1
New Jersey,March,20,Dark - Lighted,,1
New Jersey,February,21,Dark - Not Lighted,,1
New Jersey,March,4,Dark - Lighted,,1
New Jersey,March,13,Daylight,,1
New Jersey,March,5,Dark - Lighted,,1
New Jersey,March,19,Dark - Lighted,,1
New Jersey,March,15,Daylight,,1
New Jersey,March,2,Dark - Lighted,,1
New Jersey,March,19,Dark - Not Lighted,,1
New Jersey,March,19,Dark - Lighted,,1
New Jersey,March,1,Dark - Not Lighted,,1
New Jersey,March,23,Dark - Not Lighted,,1
New Jersey,March,19,Dark - Lighted,,1
New Jersey,March,13,Daylight,,1
New Jersey,March,12,Daylight,,1
New Jersey,March,11,Daylight,,1
New Jersey,March,17,Daylight,,1
New Jersey,March,15,Daylight,,1
New Jersey,February,21,Dark - Lighted,,2
New Jersey,March,20,Dark - Lighted,,1
New Jersey,March,15,Daylight,,1
New Jersey,March,15,Daylight,,1
New Jersey,March,6,Daylight,,1
New Jersey,March,23,Dark - Not Lighted,,1
New Jersey,March,4,Dark - Lighted,,1
New Jersey,March,12,Daylight,,1
New Jersey,March,22,Dark - Lighted,,2
New Jersey,March,21,Dark - Lighted,,1
New Jersey,March,14,Daylight,,2
New Jersey,March,1,Dark - Lighted,,1
New Jersey,March,18,Daylight,,1
New Jersey,March,7,Daylight,,1
New Jersey,February,22,Dark - Lighted,,1
New Jersey,March,10,Daylight,,1
New Jersey,March,19,Dark - Lighted,,1
New Jersey,February,15,Daylight,,1
New Jersey,March,19,Dark - Not Lighted,,1
New Jersey,March,12,Daylight,,1
New Jersey,April,0,Dark - Lighted,,1
New Jersey,April,9,Daylight,,1
New Jersey,March,13,Daylight,,1
New Jersey,April,21,Dark - Lighted,,1
New Jersey,April,22,Dark - Lighted,,1
New Jersey,April,19,Dusk,,1
New Jersey,April,19,Daylight,,1
New Jersey,April,22,Dark - Not Lighted,,1
New Jersey,April,21,Dark - Lighted,,1
New Jersey,April,1,Dark - Lighted,,1
New Jersey,April,16,Daylight,,1
New Jersey,March,17,Daylight,,1
New Jersey,March,13,Daylight,,1
New Jersey,March,0,Dark - Lighted,,1
New Jersey,March,16,Daylight,,1
New Jersey,April,15,Daylight,,1
New Jersey,April,3,Dark - Lighted,,1
New Jersey,April,21,Dark - Lighted,,1
New Jersey,April,0,Dark - Not Lighted,,1
New Jersey,April,15,Daylight,,1
New Jersey,April,21,Dark - Not Lighted,,2
New Jersey,April,22,Dark - Lighted,,1
New Jersey,April,13,Daylight,,1
New Jersey,April,19,Dusk,,1
New Jersey,April,3,Dark - Not Lighted,,1
New Jersey,April,14,Daylight,,1
New Jersey,April,17,Daylight,,1
New Jersey,April,20,Dark - Lighted,,1
New Jersey,April,18,Daylight,,1
New Jersey,April,9,Daylight,,1
New Jersey,April,1,Dark - Lighted,,1
New Jersey,April,20,Dark - Lighted,,1
New Jersey,April,11,Daylight,,1
New Jersey,April,19,Dark - Lighted,,1
New Jersey,April,3,Dark - Lighted,,1
New Jersey,April,20,Dark - Lighted,,1
New Jersey,April,7,Daylight,,1
New Jersey,April,20,Dark - Lighted,,1
New Jersey,April,17,Daylight,,1
New Jersey,April,19,Dusk,,1
New Jersey,April,0,Dark - Lighted,,1
New Jersey,April,14,Daylight,,1
New Jersey,May,0,Dark - Lighted,,1
New Jersey,May,14,Daylight,,1
New Jersey,May,7,Daylight,,1
New Jersey,May,19,Dusk,,1
New Jersey,March,18,Dark - Unknown Lighting,,1
New Jersey,May,0,Dark - Not Lighted,,1
New Jersey,August,12,Daylight,,1
New Jersey,April,21,Dark - Not Lighted,,1
New Jersey,May,0,Dark - Not Lighted,,1
New Jersey,May,19,Daylight,,1
New Jersey,May,16,Daylight,,1
New Jersey,May,8,Daylight,,1
New Jersey,May,15,Daylight,,1
New Jersey,May,20,Dusk,,1
New Jersey,May,0,Dark - Not Lighted,,1
New Jersey,May,16,Daylight,,1
New Jersey,May,9,Daylight,,1
New Jersey,May,15,Daylight,,1
New Jersey,May,5,Dark - Lighted,,1
New Jersey,May,11,Daylight,,1
New Jersey,May,0,Dark - Lighted,,1
New Jersey,May,6,Dark - Lighted,,1
New Jersey,May,21,Dark - Lighted,,1
New Jersey,May,16,Daylight,,1
New Jersey,May,3,Dark - Not Lighted,,1
New Jersey,May,23,Dark - Lighted,,1
New Jersey,May,2,Dark - Lighted,,1
New Jersey,May,17,Daylight,,1
New Jersey,May,5,Dawn,,1
New Jersey,May,8,Daylight,,1
New Jersey,June,14,Daylight,,1
New Jersey,June,21,Dark - Lighted,,1
New Jersey,May,2,Dark - Not Lighted,,1
New Jersey,May,13,Daylight,,1
New Jersey,May,22,Dark - Lighted,,1
New Jersey,May,13,Daylight,,1
New Jersey,June,20,Dark - Not Lighted,,1
New Jersey,June,15,Daylight,,1
New Jersey,May,13,Daylight,,1
New Jersey,June,17,Daylight,,1
New Jersey,May,9,Daylight,,1
New Jersey,June,17,Daylight,,1
New Jersey,May,22,Dark - Lighted,,1
New Jersey,June,22,Dark - Lighted,,1
New Jersey,June,16,Daylight,,1
